session,bill_identifier,vote_kind,chamber_or_committee,motion,date,result,voter_name,vote,party,party_source,minutes_url
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Denis, Moises (Mo)",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Dondero Loop, Marilyn",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Goicoechea, Pete",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Hammond, Scott",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Hansen, Ira",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Hardy, Joseph (Joe) P.",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Harris, Dallas",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Kieckhefer, Ben",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Ohrenschall, James",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Parks, David R.",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Pickard, Keith F.",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Ratti, Julia",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Scheible, Melanie",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Seevers Gansert, Heidi",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Settelmeyer, James A.",yea,Republican,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Spearman, Pat",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Washington, Marcia L.",yea,Democratic,nelis_legislator_directory,
80,AB233,floor_final_passage,Senate (1st Reprint),Final Passage,"May 22, 2019",,"Woodhouse, Joyce Chief",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Assefa, Alexander",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Backus, Shea",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Benitez-Thompson, Teresa",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Bilbray-Axelrod, Shannon",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Carlton, Maggie",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Carrillo, Richard",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Cohen, Lesley E.",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Daly, Skip",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Duran, Bea",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Flores, Edgar",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Frierson, Jason",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Fumo, Ozzie",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Gorelow, Michelle",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Hardy, Melissa",yea,Republican,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Jauregui, Sandra",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Leavitt, Glen",yea,Republican,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Martinez, Susie",yea,Democratic,nelis_legislator_directory,
80,AB30,floor_final_passage,Assembly (2nd Reprint),Final Passage,"Apr 23, 2019",,"Miller, Brittney",yea,Democratic,nelis_legislator_directory,
