id,identifier,title,classification,subject,session_identifier,jurisdiction,organization_classification
ocd-bill/7a7421c6-22ea-4e57-8bcd-80d4114d3f57,SB 63,relative to sharing of insurer rebates with enrollees.,['bill'],[],2020,New Hampshire,upper
ocd-bill/e158bd44-2da1-4fb0-9a1b-0da1fbcf5736,HB 184,relative to the calculation of kindergarten students in the average daily membership and repealing prorated kindergarten funding based on Keno revenues.,['bill'],[],2020,New Hampshire,lower
ocd-bill/e1fe6f30-24e6-4595-9de4-f4d33ef4fdc6,HB 1179,relative to contract powers of condominium unit owners' associations.,['bill'],[],2020,New Hampshire,lower
ocd-bill/fa8c3b71-a5ca-4976-accf-d22a95bf7592,HB 686,relative to calculating and funding the interim cost of an opportunity for an adequate education and extending the interest and dividends tax to capital gains.,['bill'],[],2020,New Hampshire,lower
ocd-bill/e97b038a-ff5f-44c2-a438-5d9d5c534ab1,HB 1487,relative to freedom of speech and association on college campuses.,['bill'],[],2020,New Hampshire,lower
ocd-bill/54610a60-6033-4a7b-b989-04507abbdaf2,HB 680,relative to the definition of tobacco product for purposes of the tobacco tax and retail tobacco licensing.,['bill'],[],2020,New Hampshire,lower
ocd-bill/e3062266-ccfe-4644-9ed6-cb3ebf2aa528,HB 623,relative to the rates of the business profits tax and business enterprise tax.,['bill'],[],2020,New Hampshire,lower
ocd-bill/2420b214-7e64-4b57-8820-dab3da557603,HB 201,increasing penalties for buyers under the law regarding trafficking in persons.,['bill'],[],2020,New Hampshire,lower
ocd-bill/485a1a5f-fb5a-4f65-bef0-d1ec9448e2b9,HR 7,condemning the use of government shutdowns.,['resolution'],[],2020,New Hampshire,lower
ocd-bill/96983b0c-31f2-47c6-a2ac-dcead9cbf42c,SB 15,making an appropriation to the affordable housing fund.,['bill'],[],2020,New Hampshire,upper
ocd-bill/1705975a-f1c1-48e2-8579-4b2e0960a70a,HB 506,relative to allowing employees time to vote in biennial general elections,['bill'],[],2020,New Hampshire,lower
ocd-bill/57f471fe-2d1b-440b-9934-6ddfe7278570,HB 532,relative to payment for earned but unused vacation or personal time.,['bill'],[],2020,New Hampshire,lower
ocd-bill/9fa1d942-bb15-41fe-a2f4-27a1edb38899,SB 597,relative to licensure of physician assistants.,['bill'],[],2020,New Hampshire,upper
ocd-bill/53c8e979-4d4b-44bf-9c19-956105d09cac,SB 462,relative to state energy management.,['bill'],[],2020,New Hampshire,upper
ocd-bill/a00dd780-d9a9-4a89-944c-42c4a4506ee9,HB 1601,removing the exception for married minors from the definition of sexual assault.,['bill'],[],2020,New Hampshire,lower
ocd-bill/42e553c4-c7b8-41ea-b0c3-018eb9c48b95,HB 1711,establishing a committee to study the appeals process for child day care violations.,['bill'],[],2020,New Hampshire,lower
ocd-bill/21f5a37e-2ab4-47f6-ae14-f2835c43f91b,HB 1610,establishing the manufacturer pharmaceutical drug take-back program.,['bill'],[],2020,New Hampshire,lower
ocd-bill/bff641de-5ae1-4911-b978-9ce325fa324c,SB 514,relative to alternative learning credit rules of the state board of education.,['bill'],[],2020,New Hampshire,upper
ocd-bill/254a85ef-b337-4112-9f29-75fd3952dad6,SB 244,establishing a commission to study the incentivization of publicly-offered real estate investment trusts in New Hampshire.,['bill'],[],2020,New Hampshire,upper
ocd-bill/d1a22217-2aa6-42f4-b15e-dc9c57c099b3,SB 552,designating a portion of state route 125 as Officer Stephen Arkell Memorial Highway.,['bill'],[],2020,New Hampshire,upper
ocd-bill/933abac5-91da-4d32-adbf-4bf8fa46fc52,HB 363,including the legislature as a public employer under the public employee labor relations act and relative to the duties of the joint committee on legislative facilities.,['bill'],[],2020,New Hampshire,lower
ocd-bill/953f6064-7173-4551-bb5b-a7a4269491de,SB 124,relative to the minimum electric renewable portfolio standards.,['bill'],[],2020,New Hampshire,upper
ocd-bill/5a2c1735-58dc-4473-87f1-d46a066ff9e9,SB 300,eliminating certain ramp tolls on the Everett turnpike in the town of Merrimack.,['bill'],[],2020,New Hampshire,upper
ocd-bill/45181f9c-a618-4068-bf00-7df80d3597f4,HB 559,relative to point of sale bags.,['bill'],[],2020,New Hampshire,lower
ocd-bill/0f52aef6-ab7d-4c80-89ed-ce8e9106dcf0,HB 1399,relative to the establishment of public employee bargaining units.,['bill'],[],2020,New Hampshire,lower
ocd-bill/176451ab-3611-4bfe-bc22-3a4f2916359f,SB 727,relative to Holocaust and genocide studies legislation and establishing a commission to study genocide education.,['bill'],[],2020,New Hampshire,upper
ocd-bill/cf063bd3-3ec0-45c6-9ee7-0269f8a6b5d5,SB 620,relative to coverage for certain biologically-based mental illnesses.,['bill'],[],2020,New Hampshire,upper
ocd-bill/5e3ff977-6999-48d1-91ca-7f963f965f75,HB 705,"relative to sexual assault, sexual misconduct in institutions of higher education,  and the rights of victims of crime.",['bill'],[],2020,New Hampshire,lower
ocd-bill/c28a9f91-df3a-4584-acbf-65416637d77d,SB 724,relative to removal of abandoned or disabled vehicles by towing.,['bill'],[],2020,New Hampshire,upper
ocd-bill/dd93f78f-153b-412d-9e8d-85d32f0fe988,HB 1151,relative to the determination of homeowners insurance rates.,['bill'],[],2020,New Hampshire,lower
ocd-bill/beafd379-3e14-4403-b87f-d6ee8387877d,HB 1482,relative to notification of security breaches.,['bill'],[],2020,New Hampshire,lower
ocd-bill/7026363c-4b23-432e-958d-ddef75fa17d7,HB 1505,relative to compensation of college athletes.,['bill'],[],2020,New Hampshire,lower
ocd-bill/eb7c37fb-6aa4-4f22-86b7-178765f2c79d,HB 1693,extending the committee to study whether non-attorney legal professionals could be licensed to engage in the limited practice of law.,['bill'],[],2020,New Hampshire,lower
ocd-bill/8a4d6b23-70ca-4036-a113-19ec29ad0e9a,HB 1168,commemorating the first labor strike in the United States by women.,['bill'],[],2020,New Hampshire,lower
ocd-bill/5e8b41df-4d08-4f49-86b4-d7f9f1aabef6,HB 1649,establishing a road usage fee and making an appropriation therefor.,['bill'],[],2020,New Hampshire,lower
ocd-bill/b36210d3-e5a3-4d21-9c5f-01fe5b11d6ee,HB 1694,relative to recusal by members of the general court for conflicts of interest.,['bill'],[],2020,New Hampshire,lower
ocd-bill/a9c3b600-a9ef-46ec-8ac6-7f8b7f93771c,HB 1468,relative to criminal mischief.,['bill'],[],2020,New Hampshire,lower
ocd-bill/db35d2e4-8e70-4237-b84e-6b7cf5611604,SB 173,relative to criminal history background checks by employers and public agencies.,['bill'],[],2020,New Hampshire,upper
ocd-bill/af806f75-e68d-42c8-bb4c-41b60ad413f2,HB 1515,relative to group host net energy metering.,['bill'],[],2020,New Hampshire,lower
ocd-bill/0647c5da-c390-4677-bd46-eaf33be9fd7b,HB 1332,relative to an electronic prescription drug program.,['bill'],[],2020,New Hampshire,lower
ocd-bill/afa36e7d-70bb-449c-8171-08b5c4916ba9,SB 283,relative to post-election audits of electronic ballot counting devices.,['bill'],[],2020,New Hampshire,upper
ocd-bill/39c494be-9723-44e6-a40c-bfc8e1cfce4c,HB 1325,relative to minutes and decisions in nonpublic sessions under the right-to-know law.,['bill'],[],2020,New Hampshire,lower
ocd-bill/d2dfd545-aa04-4279-a949-a1751f125a9f,HB 1281,requiring insurance coverage for epinephrine auto-injectors.,['bill'],[],2020,New Hampshire,lower
ocd-bill/12c46177-a1b7-42de-b97b-ad7775160838,SB 44,"relative to election procedures, delivery of ballots, and assents to candidacy.",['bill'],[],2020,New Hampshire,upper
ocd-bill/e09d441f-5cbb-4fb4-8bb3-69ed2ecdb4db,HCR 8,"celebrating August 26, 2020 as the 100th anniversary of the 19th Amendment, which guarantees that the right to vote shall not be denied on the basis of sex.",['concurrent resolution'],[],2020,New Hampshire,lower
ocd-bill/0aa2f63a-8622-4be2-b36f-ae9272f09ffb,HB 1345,relative to the organization of alternative treatment centers.,['bill'],[],2020,New Hampshire,lower
ocd-bill/4a83224e-b02e-4c03-8267-02b13108b9da,HB 1496,relative to the regional greenhouse gas initiative cap and trade program for controlling carbon dioxide emissions.,['bill'],[],2020,New Hampshire,lower
ocd-bill/77b70336-714d-49da-8c75-64cd732ca551,HB 1319,"prohibiting the siting of new landfills or expansions of existing landfills near state parks, national parks, or United States Department of Agriculture forest land.",['bill'],[],2020,New Hampshire,lower
ocd-bill/5ce98df0-a02c-46bf-b46f-8e2847b61dc6,HB 554,relative to the duty of the moderator to verify the device count.,['bill'],[],2020,New Hampshire,lower
ocd-bill/942cf38f-f52e-41b0-9795-a5aa1e03738c,HB 1205,relative to the reduction in the calculation of state retirement system annuities at age 65.,['bill'],[],2020,New Hampshire,lower
ocd-bill/5903bff5-2bd1-4861-92dd-738420e3b002,HB 1167,relative to the type of counseling that may be required by the state.,['bill'],[],2020,New Hampshire,lower
ocd-bill/4855bb49-aaa6-4934-8859-8219f7a63115,SB 539,relative to classification of certain employee positions.,['bill'],[],2020,New Hampshire,upper
ocd-bill/a6501dae-b667-4441-b305-b2cef7917ee6,HB 1444,requiring the adoption of innovative vehicle emissions standards pursuant to section 177 of the federal Clean Air Act.,['bill'],[],2020,New Hampshire,lower
ocd-bill/302fd806-64eb-469c-bf7e-a92d0f71a8c2,SB 725,relative to toll collection enforcement.,['bill'],[],2020,New Hampshire,upper
ocd-bill/25c427b2-cff3-45e5-bff7-0fe9e7b7f912,HB 1664,establishing greenhouse gas emission reduction goals for the state and establishing a climate action plan.,['bill'],[],2020,New Hampshire,lower
ocd-bill/1a537b1b-a59b-450e-8536-1777b8850e81,HB 1580,regulating the use of unmanned aircraft systems.,['bill'],[],2020,New Hampshire,lower
ocd-bill/c49a312f-cba9-4df8-a282-0c4367cbe99c,SB 305,relative to the establishment of an election information portal.,['bill'],[],2020,New Hampshire,upper
ocd-bill/a2ae7653-d564-4fed-8840-8145fad784ff,SB 543,relative to group II retirement system status for certain department of corrections officials.,['bill'],[],2020,New Hampshire,upper
ocd-bill/af904864-43d8-492e-82f0-0165bd190cd6,HB 2020,relative to the 10-year transportation improvement plan.,['bill'],[],2020,New Hampshire,lower
ocd-bill/2b8e626f-f24c-45db-81ab-9dfc6c112949,SB 517,relative to the public information and permitting functions of the office of the commissioner in the department of environmental services.,['bill'],[],2020,New Hampshire,upper
ocd-bill/faa95b62-de68-458e-9c06-c3562042d820,HB 1608,"prohibiting the manufacture, sale, transfer, and possession of large capacity ammunition feeding devices.",['bill'],[],2020,New Hampshire,lower
ocd-bill/e4cd2010-353c-4f2c-9c30-695732814c39,SB 646,relative to Medicare supplemental insurance.,['bill'],[],2020,New Hampshire,upper
ocd-bill/15facbf0-def6-45ac-8f8e-54b255f3f29e,SB 612,relative to road skill examinations for applicants licensed in foreign jurisdictions.,['bill'],[],2020,New Hampshire,upper
ocd-bill/ce401808-9c4d-4fc4-a7a2-8487c3dbe08a,HB 348,relative to procedures for condominiums with 25 or fewer residential units.,['bill'],[],2020,New Hampshire,lower
ocd-bill/ed5fb73d-d667-4694-b6b5-aef7317c88da,HB 703,relative to providing notice of the introduction of new high-cost prescription drugs.,['bill'],[],2020,New Hampshire,lower
ocd-bill/991c8e73-600f-460e-9060-f8ab74023e62,HB 1144,requiring certain data to be filed with the department of labor.,['bill'],[],2020,New Hampshire,lower
ocd-bill/11e46a95-4aab-48b7-bbd4-c36124ea4baf,HB 1106,relative to noncompete agreements for certain mental health professionals.,['bill'],[],2020,New Hampshire,lower
ocd-bill/8857da3d-04f4-41fb-aca3-c984348c4ae2,HB 1371,proclaiming March 2 Reading in New Hampshire Day.,['bill'],[],2020,New Hampshire,lower
ocd-bill/43ee2a56-2bea-4078-82e3-db42aa842901,SB 521,establishing a committee to study and make recommendations for changes to RSA 14-B and RSA 14-C and the ethics guidelines governing conflicts of interest by members of the general court.,['bill'],[],2020,New Hampshire,upper
ocd-bill/2a6daed4-e21f-4536-b068-6e541a03a446,SB 683,establishing a committee to study how to strengthen New Hampshire’s innovation economy by addressing gaps in early stage capital for research and development intensive start-up companies.,['bill'],[],2020,New Hampshire,upper
ocd-bill/15610530-3fe9-4b36-a75f-1d0969ef939c,HB 1679,relative to meals on wheels.,['bill'],[],2020,New Hampshire,lower
ocd-bill/5d44946e-e283-4a1a-a6f0-f88c9a02407c,SB 526,relative to disposal of abandoned cars.,['bill'],[],2020,New Hampshire,upper
ocd-bill/58db2f5f-c3e1-43e6-aa67-565f96ef1926,HB 1598,relative to prosecutions for interference with freedom.,['bill'],[],2020,New Hampshire,lower
ocd-bill/6416f35a-7dfc-4118-8947-fd367e12958e,SB 587,relative to the duties and membership of the energy efficiency and sustainable energy board.,['bill'],[],2020,New Hampshire,upper
ocd-bill/74f28233-af2f-4c4d-9842-69e7e9f5c040,HB 1355,establishing a committee to study energy efficiency programs.,['bill'],[],2020,New Hampshire,lower
ocd-bill/23318dde-4952-40ea-acb6-b35102413d00,SB 479,establishing a committee to study the regulation of food trucks.,['bill'],[],2020,New Hampshire,upper
ocd-bill/672e5675-c045-4f5b-8c3b-bc067d0de678,SB 416,relative to domestic insurance company investments.,['bill'],[],2020,New Hampshire,upper
ocd-bill/a0a8f63b-95f8-4a65-a347-b1ca906fdf7e,HB 1665,establishing an independent advisory commission on redistricting.,['bill'],[],2020,New Hampshire,lower
ocd-bill/787ac848-cf4e-4778-90d5-c8817aa76642,SB 555,relative to telemedicine coverage and reimbursements.,['bill'],[],2020,New Hampshire,upper
ocd-bill/a519929c-29dd-4d9f-abae-466db1123842,SB 692,relative to certain costs of the public utilities commission for participation in regional activities.,['bill'],[],2020,New Hampshire,upper
ocd-bill/066b140f-34f1-4ae0-a04f-479e9f852e1f,SB 556,relative to violence in schools.,['bill'],[],2020,New Hampshire,upper
ocd-bill/02c895a9-65d3-4937-90e9-3d556a53fb95,HB 1315,relative to renewals of licenses of allied health professionals.,['bill'],[],2020,New Hampshire,lower
ocd-bill/9bfc71ef-c289-4b50-9734-f957520959ac,SB 159,relative to net energy metering limits for customer-generators.,['bill'],[],2020,New Hampshire,upper
ocd-bill/8d58d2bf-1aa3-4a10-9d3e-472820c5697e,HB 1357,relative to the distribution of campaign materials inside a polling place.,['bill'],[],2020,New Hampshire,lower
ocd-bill/8c56f344-393a-4248-85e0-23ee85cea437,HB 1688,relative to OHRV speed limits on roads.,['bill'],[],2020,New Hampshire,lower
ocd-bill/afcea61e-364b-408b-a52e-27541e4622d9,SB 7,establishing the secure modern accurate registration act (SMART ACT).,['bill'],[],2020,New Hampshire,upper
ocd-bill/1db67827-0d37-48c1-913e-b7658c245960,SB 687,relative to transparency in prescription drug pricing and establishing a New Hampshire prescription drug affordability board.,['bill'],[],2020,New Hampshire,upper
ocd-bill/555f2d7e-2308-49a3-a5f8-75715affed6f,HB 1112,establishing a committee to study programs for female parolees.,['bill'],[],2020,New Hampshire,lower
ocd-bill/cfea9fcb-0e79-4147-92c3-eec08f79e1d1,HB 1313,declaring June 6 as D-Day Remembrance Day.,['bill'],[],2020,New Hampshire,lower
ocd-bill/d76347b8-7761-47cc-9e64-b26eb21db048,SB 564,proclaiming August 31 as Overdose Awareness Day.,['bill'],[],2020,New Hampshire,upper
ocd-bill/068a5df4-22ec-4dba-ba25-1f3e37e41eda,SB 439,relative to penalties for violations of privacy.,['bill'],[],2020,New Hampshire,upper
ocd-bill/33e21688-2098-4603-83b1-86dc3cc80c1c,HB 1442,relative to the Gunstock area commission and ski resort.,['bill'],[],2020,New Hampshire,lower
ocd-bill/34166288-5539-455d-adc5-e8e194cc6f66,SB 563,relative to authorizing the issuance of bonds or notes by a municipality.,['bill'],[],2020,New Hampshire,upper
ocd-bill/8606caa8-8cbd-4e5d-b6ca-4dbb7a67a4e8,SB 446,relative to airport fees for transportation network companies.,['bill'],[],2020,New Hampshire,upper
ocd-bill/f297c90f-ed44-4fa5-ae29-6f4a05e6105a,SB 627,establishing a dock registration procedure.,['bill'],[],2020,New Hampshire,upper
ocd-bill/d8e76c70-a902-49e3-a24e-6ad4f0c3bf5d,HB 1119,relative to the use of certain out-of-state banks by the state treasurer and municipal and county treasurers or trustees,['bill'],[],2020,New Hampshire,lower
ocd-bill/ae7cbfc0-9e80-4aa6-9de5-a9403df4de7c,HB 1662,"relative to the purchase, use, and possession of tobacco products and e-cigarettes.",['bill'],[],2020,New Hampshire,lower
ocd-bill/a00909a2-196a-40af-b5e4-dcabffd06dd2,SB 454,relative to the screening date for dyslexia.,['bill'],[],2020,New Hampshire,upper
ocd-bill/7560ec39-dbc0-4dc6-af95-b4bec99f85d7,HB 1385,"relative to portraits and memorial objects in the state house, legislative office building, and Upham Walker house.",['bill'],[],2020,New Hampshire,lower
ocd-bill/b32ef778-2318-40ca-8176-a85733603997,HB 1143,"repealing limited liability for manufacturers, distributors, dealers, or importers of firearms or ammunition.",['bill'],[],2020,New Hampshire,lower
ocd-bill/69f8fdb4-1ced-46be-983e-4e3a54be2ebb,SB 680,relative to materials used in the construction or repair of state roads and establishing a committee to study issues relating to paving New Hampshire Route 111 in Hampstead and Atkinson.,['bill'],[],2020,New Hampshire,upper
ocd-bill/ab97db1e-0611-4721-b969-5f92fd452b60,HB 1200,relative to the tax expenditure report and relative to delaying the enactment of the single sales factor under the business profits and business enterprise taxes.,['bill'],[],2020,New Hampshire,lower
ocd-bill/e75984f5-1ff4-4cda-a99d-6c3642491b39,HB 1599,establishing a special marriage officiant license.,['bill'],[],2020,New Hampshire,lower
ocd-bill/afb4824c-fb6a-4000-8269-1321dcfaebce,SB 712,establishing a surcharge on certain saltwater licenses and establishing a fund for derelict fishing gear and coastal cleanup.,['bill'],[],2020,New Hampshire,upper
ocd-bill/0439ce56-b2bc-4551-b288-083e46a283c9,HB 1379,requiring a background check for commercial firearms sales.,['bill'],[],2020,New Hampshire,lower
ocd-bill/44c13a11-c431-4b9b-91dc-bc75ed87c637,SB 615,relative to small unmanned aircraft.,['bill'],[],2020,New Hampshire,upper
ocd-bill/fd98cbed-82c9-48ba-83e9-bbd433fc2b28,HB 1525,relative to the definition of political advocacy organization.,['bill'],[],2020,New Hampshire,lower
ocd-bill/12d88926-aed0-4b1d-a9a5-aaf20c47e136,HB 1240,"relative to the grounds for sexual assault and related offenses, establishing a special marriage officiant license, modifying requirements for renewal of pharmacy licenses, and relative to occupational licensure and the office of professional licensure and certification.",['bill'],[],2020,New Hampshire,lower
ocd-bill/7bfb33a5-b535-457c-b210-068800fb18b1,SB 638,establishing the New Hampshire housing and conservation planning program.,['bill'],[],2020,New Hampshire,upper
ocd-bill/8a142a51-7689-44b1-8277-50a09a2217ee,SB 674,"relative to the special fund for domestic violence programs, the public health services special fund, and the mosquito control fund.",['bill'],[],2020,New Hampshire,upper
ocd-bill/91510b1b-5d66-40b5-aff3-80e103333839,SB 694,relative to recommended minimum cybersecurity standards for municipalities and making an appropriation therefor.,['bill'],[],2020,New Hampshire,upper
ocd-bill/5faa08fb-e400-47c9-8efa-545bf3cb1907,SB 471,relative to funds for the division of veterans services.,['bill'],[],2020,New Hampshire,upper
ocd-bill/41ce2f87-c73f-4ea9-970e-c25529265b3b,SB 456,relative to the use of capital reserve funds.,['bill'],[],2020,New Hampshire,upper
ocd-bill/1f5214e0-de8a-4b5b-a63e-63177a5959cd,HB 1545,"relative to regulation of interpreters for the deaf, deaf blind, and hard of hearing.",['bill'],[],2020,New Hampshire,lower
ocd-bill/7a18d1eb-e3e9-4cdf-9e5d-7c34a4921686,HB 1254,relative to the parole of prisoners and the procedures of the adult parole board.,['bill'],[],2020,New Hampshire,lower
ocd-bill/b32f2b96-b342-4554-8f88-1a3589e5c760,SB 649,relative to commercial drivers' licenses and driving under the influence while driving certain commercial motor vehicles.,['bill'],[],2020,New Hampshire,upper
ocd-bill/a467c841-ce57-4d4f-88d8-7c6c27c5c5e5,SB 71,relative to the election of delegates to party conventions.,['bill'],[],2020,New Hampshire,upper
ocd-bill/cd7b2a20-cdf2-40fa-a0d1-730c917bda30,HB 1623,relative to telemedicine.,['bill'],[],2020,New Hampshire,lower
ocd-bill/233a1da4-fd52-4b80-ab71-c568063cd0bc,HB 1696,relative to fees for notices and applications for financial institutions.,['bill'],[],2020,New Hampshire,lower
ocd-bill/459a878e-8266-42cb-a253-db5c8f015ca1,SB 697,allowing qualifying patients to access all the alternative treatment centers under the use of cannabis for therapeutic purposes law and clarifying a provision on the limitations on the therapeutic use of cannabis.,['bill'],[],2020,New Hampshire,upper
ocd-bill/e81e7dae-2e68-4ba6-98bf-9b780ac1ac2d,SB 635,establishing the lakes region development authority.,['bill'],[],2020,New Hampshire,upper
ocd-bill/09cff5d5-0377-4f3e-82cc-f221325bedb4,CACR 21,the continuity of government.  Providing that the general court shall have the power and duty to adopt measures necessary for the continuity of government in periods of emergency.,['constitutional amendment'],[],2020,New Hampshire,lower
ocd-bill/e3013cb8-654f-4ff3-8106-4024331fed2f,HB 1642,prohibiting the state or a state official from using a face recognition system.,['bill'],[],2020,New Hampshire,lower
ocd-bill/2e59ba44-6826-4202-8f62-a8af1f3a4fe2,HB 1600,relative to smoking cessation therapy and pharmacist reimbursement under Medicaid and making an appropriation therefor and relative to insurance coverage for pharmacist cognitive services.,['bill'],[],2020,New Hampshire,lower
ocd-bill/f3dd3e3e-bcf1-4dfe-8097-2dc90d840328,SB 8,establishing an independent redistricting commission.,['bill'],[],2020,New Hampshire,upper
ocd-bill/7327379c-4363-4fc0-9b77-ced12741ac6f,HB 1166,"relative to unemployment compensation, certain sanitary protections for COVID-19, extending the federal Family and Medical Leave Act for certain COVID-19 protections, and waiving cost sharing for testing and treatment for COVID-19.",['bill'],[],2020,New Hampshire,lower
ocd-bill/2fa597bf-c520-43c8-835b-6f2511849b8f,HB 1247,relative to mortgage defaults and nonpayment of rent during the novel coronavirus disease (Covid-19) outbreak state of emergency.,['bill'],[],2020,New Hampshire,lower
