created_at,updated_at,extras,id,name,parent_id,jurisdiction_id,classification,sources,links,other_names
2021-11-22 11:16:29.838794+00:00,2024-10-09 23:58:48.194113+00:00,{},ocd-organization/e5c0c443-48bc-4f73-bb95-6ea5f4896429,Finance,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=22', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=22', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=22', 'note': ''}]","[{'name': 'House Committee on Finance', 'end_date': '', 'start_date': ''}, {'name': 'House Finance', 'end_date': '', 'start_date': ''}, {'name': 'House Finance Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.950697+00:00,2024-10-09 23:58:48.273602+00:00,{},ocd-organization/4f1c2bc7-0525-4687-b9db-b9266b583490,Criminal Justice and Public Safety,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=17', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=17', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=17', 'note': ''}]","[{'name': 'House Committee on Criminal Justice and Public Safety', 'end_date': '', 'start_date': ''}, {'name': 'House Criminal Justice and Public Safety', 'end_date': '', 'start_date': ''}, {'name': 'House Criminal Justice and Public Safety Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.739078+00:00,2024-10-09 23:58:48.348703+00:00,{},ocd-organization/194e0e12-5e44-4a8f-b313-c7f7ba48ced3,Finance - Division II,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=26', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=26', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=26', 'note': ''}]","[{'name': 'Finance - Division II', 'end_date': '', 'start_date': ''}, {'name': 'House Committee on Finance Committee Division II', 'end_date': '', 'start_date': ''}, {'name': 'House Finance Committee Division II', 'end_date': '', 'start_date': ''}, {'name': 'House Finance Committee Division II Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.458735+00:00,2024-10-09 23:58:48.481474+00:00,{},ocd-organization/e56c4b36-d014-467c-962c-70ac3c25642c,"Resources, Recreation and Development",ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=13', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=13', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=13', 'note': ''}]","[{'name': 'House Committee on Resources, Recreation and Development', 'end_date': '', 'start_date': ''}, {'name': 'House Resources, Recreation and Development', 'end_date': '', 'start_date': ''}, {'name': 'House Resources, Recreation and Development Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.218876+00:00,2024-10-09 23:58:48.558948+00:00,{},ocd-organization/16cf2485-c815-4c01-80da-89a4b1e2957b,Executive Departments and Administration,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=3', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=3', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=3', 'note': ''}]","[{'name': 'House Committee on Executive Departments and Administration', 'end_date': '', 'start_date': ''}, {'name': 'House Executive Departments and Administration', 'end_date': '', 'start_date': ''}, {'name': 'House Executive Departments and Administration Committee', 'end_date': '', 'start_date': ''}]"
2023-01-19 12:27:42.793392+00:00,2024-10-09 23:58:48.637914+00:00,{},ocd-organization/6302aecd-ab61-4a22-834a-270685db0db6,Special Committee on Housing,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1621', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1621', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1621', 'note': ''}]","[{'name': 'House Committee on Housing Special', 'end_date': '', 'start_date': ''}, {'name': 'House Housing Special', 'end_date': '', 'start_date': ''}, {'name': 'House Housing Special Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.975523+00:00,2024-10-09 23:58:48.713903+00:00,{},ocd-organization/eb732c67-7222-42ba-aa34-b40c0ac67dd6,Election Law,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=23', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=23', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=23', 'note': ''}]","[{'name': 'House Committee on Election Law', 'end_date': '', 'start_date': ''}, {'name': 'House Election Law', 'end_date': '', 'start_date': ''}, {'name': 'House Election Law Committee', 'end_date': '', 'start_date': ''}]"
2024-07-11 23:49:45.634544+00:00,2024-10-09 23:58:48.796562+00:00,{},ocd-organization/79620319-689e-4f76-9ac0-85f853678e3f,"Special Committee on the Division for Children, Youth and Families",ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,[],"[{'url': 'https://gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1676', 'note': ''}]","[{'name': 'House Committee on Special Committee on the Division for Children, Youth and Families', 'end_date': '', 'start_date': ''}, {'name': 'House Special Committee on the Division for Children, Youth and Families', 'end_date': '', 'start_date': ''}, {'name': 'House Special Committee on the Division for Children, Youth and Families Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.642538+00:00,2024-10-09 23:58:48.871803+00:00,{},ocd-organization/3d1deb7c-707f-4e49-b9a5-b20e6916eaff,Legislative Administration,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=7', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=7', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=7', 'note': ''}]","[{'name': 'House Committee on Legislative Administration', 'end_date': '', 'start_date': ''}, {'name': 'House Legislative Administration', 'end_date': '', 'start_date': ''}, {'name': 'House Legislative Administration Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.115148+00:00,2024-10-09 23:58:48.948211+00:00,{},ocd-organization/76e84de3-d2bc-4448-ba69-f851dfa135c8,Public Works and Highways,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=12', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=12', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=12', 'note': ''}]","[{'name': 'House Committee on Public Works and Highways', 'end_date': '', 'start_date': ''}, {'name': 'House Public Works and Highways', 'end_date': '', 'start_date': ''}, {'name': 'House Public Works and Highways Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.882763+00:00,2024-10-09 23:58:49.046096+00:00,{},ocd-organization/972275c4-147b-429b-bdf0-06dc6a381487,Finance - Division III,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=27', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=27', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=27', 'note': ''}]","[{'name': 'Finance - Division III', 'end_date': '', 'start_date': ''}, {'name': 'House Committee on Finance Committee Division III', 'end_date': '', 'start_date': ''}, {'name': 'House Finance Committee Division III', 'end_date': '', 'start_date': ''}, {'name': 'House Finance Committee Division III Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.526885+00:00,2024-10-09 23:58:49.120882+00:00,{},ocd-organization/541d5679-521f-4b54-a0de-6e7199411374,"Health, Human Services and Elderly Affairs",ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=4', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=4', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=4', 'note': ''}]","[{'name': 'House Committee on Health, Human Services and Elderly Affairs', 'end_date': '', 'start_date': ''}, {'name': 'House Health, Human Services and Elderly Affairs', 'end_date': '', 'start_date': ''}, {'name': 'House Health, Human Services and Elderly Affairs Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.802859+00:00,2024-10-09 23:58:49.250650+00:00,{},ocd-organization/3a542d88-58c1-4dc8-b70d-c28845457764,Fish and Game and Marine Resources,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=28', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=28', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=28', 'note': ''}]","[{'name': 'House Committee on Fish and Game and Marine Resources', 'end_date': '', 'start_date': ''}, {'name': 'House Fish and Game and Marine Resources', 'end_date': '', 'start_date': ''}, {'name': 'House Fish and Game and Marine Resources Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.598589+00:00,2024-10-09 23:58:49.379672+00:00,{},ocd-organization/fe32ca77-e79b-4a7a-becb-0e55e998c0bb,State-Federal Relations and Veterans Affairs,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=16', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=16', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=16', 'note': ''}]","[{'name': 'House Committee on State-Federal Relations and Veterans Affairs', 'end_date': '', 'start_date': ''}, {'name': 'House State-Federal Relations and Veterans Affairs', 'end_date': '', 'start_date': ''}, {'name': 'House State-Federal Relations and Veterans Affairs Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.079175+00:00,2024-10-09 23:58:49.515418+00:00,{},ocd-organization/7e634b09-3a42-43f7-8277-013187e68457,Transportation,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=18', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=18', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=18', 'note': ''}]","[{'name': 'House Committee on Transportation', 'end_date': '', 'start_date': ''}, {'name': 'House Transportation', 'end_date': '', 'start_date': ''}, {'name': 'House Transportation Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:28.666723+00:00,2024-10-09 23:58:49.590119+00:00,{},ocd-organization/c9976c87-0b95-4a6d-8c4c-7859c5e93abc,Ways and Means,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=19', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=19', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=19', 'note': ''}]","[{'name': 'House Committee on Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'House Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'House Ways and Means Committee', 'end_date': '', 'start_date': ''}]"
2024-01-25 15:36:51.636796+00:00,2024-10-09 23:58:49.664271+00:00,{},ocd-organization/cceb45b4-294e-434f-92d9-ca211404a4fc,Special Committee on the Family Division of the Circuit Court,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1638', 'note': 'Committee details page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1638', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1638', 'note': ''}]","[{'name': 'House Committee on Special Committee on the Family Division of the Circuit Court', 'end_date': '', 'start_date': ''}, {'name': 'House Special Committee on the Family Division of the Circuit Court', 'end_date': '', 'start_date': ''}, {'name': 'House Special Committee on the Family Division of the Circuit Court Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.014885+00:00,2024-10-09 23:58:49.738487+00:00,{},ocd-organization/3a294803-2e3e-4c26-9b14-3034966f9747,Finance - Division I,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=25', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=25', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=25', 'note': ''}]","[{'name': 'Finance - Division I', 'end_date': '', 'start_date': ''}, {'name': 'House Committee on Finance Committee Division I', 'end_date': '', 'start_date': ''}, {'name': 'House Finance Committee Division I', 'end_date': '', 'start_date': ''}, {'name': 'House Finance Committee Division I Committee', 'end_date': '', 'start_date': ''}]"
2024-07-11 23:49:46.089818+00:00,2024-10-09 23:58:49.813375+00:00,{},ocd-organization/9d9ab1bc-d0d0-4f49-89ce-a4be7929f834,COVID Response Efficacy Special,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,[],"[{'url': 'https://gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1675', 'note': ''}]","[{'name': 'House Committee on COVID Response Efficacy Special', 'end_date': '', 'start_date': ''}, {'name': 'House COVID Response Efficacy Special', 'end_date': '', 'start_date': ''}, {'name': 'House COVID Response Efficacy Special Committee', 'end_date': '', 'start_date': ''}]"
2023-01-19 12:27:46.536985+00:00,2024-10-09 23:58:49.887237+00:00,{},ocd-organization/d8969dec-820e-4b72-ab8b-8272d0295a29,Special Committee on Commissions,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1624', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1624', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1624', 'note': ''}]","[{'name': 'House Commissions Special', 'end_date': '', 'start_date': ''}, {'name': 'House Commissions Special Committee', 'end_date': '', 'start_date': ''}, {'name': 'House Committee on Commissions Special', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.426789+00:00,2024-10-09 23:58:49.962793+00:00,{},ocd-organization/c8763a6e-9ccb-4e11-97aa-2d1ba7b5155b,Rules,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=14', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=14', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=14', 'note': ''}]","[{'name': 'House Committee on Rules', 'end_date': '', 'start_date': ''}, {'name': 'House Rules', 'end_date': '', 'start_date': ''}, {'name': 'House Rules Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.287178+00:00,2024-10-09 23:58:50.042099+00:00,{},ocd-organization/430fec11-2695-46d4-9f96-49b2e2c82dfb,Environment and Agriculture,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=2', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=2', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=2', 'note': ''}]","[{'name': 'House Committee on Environment and Agriculture', 'end_date': '', 'start_date': ''}, {'name': 'House Environment and Agriculture', 'end_date': '', 'start_date': ''}, {'name': 'House Environment and Agriculture Committee', 'end_date': '', 'start_date': ''}]"
